site1_url,site1_written_by,site1_reviewed_by,site2_url,site2_written_by,site2_reviewed_by
https://blog.thelowdown.com/blog/best-contraception-for-pcos,Hatty Wilmoth,Dr. Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/best-contraception-for-pcos,Hatty Wilmoth,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/tag/diahala-doucoure,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/diahala-doucoure,N/A,N/A
https://blog.thelowdown.com/#side-effects-map,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/sti-explained,Mary Hargreaves,Dr. Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/sti-explained,Mary Hargreaves,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/tag/copper-coil,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/copper-coil,"



GyneFix: Everything you need to know
",N/A
https://blog.thelowdown.com/blog/tag/d-mannose,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/d-mannose,"



Does D-Mannose work for UTIs?
",N/A
https://blog.thelowdown.com/blog/tag/hormone,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/hormone,"



Etonogestrel
",N/A
https://blog.thelowdown.com/blog/when-to-seek-medical-review-of-pill-or-patch,Dr Melanie Davis-Hall,Dr Becky Mawson,http://localhost/thelowdown/wp/blog/when-to-seek-medical-review-of-pill-or-patch,Dr Melanie Davis-Hall,Dr Becky Mawson
https://blog.thelowdown.com/#effective,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/bacterial-vaginosis-pregnancy,Dr Brenna Weaver,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/bacterial-vaginosis-pregnancy,Dr Brenna Weaver,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/tag/can-you-use-microgynon-as-emergency-contraception,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/can-you-use-microgynon-as-emergency-contraception,"



Can you use Microgynon as emergency contraception?
",N/A
https://blog.thelowdown.com/blog/cerelle-missed-pill-guide,Dr Fran Yarlett,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/cerelle-missed-pill-guide,Dr Fran Yarlett,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/menopause-exercise,Diahala Doucouré,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/menopause-exercise,Diahala Doucouré,Dr Melanie Davis-Hall
https://blog.thelowdown.com/#table,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/desogestrel,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/desogestrel,"



Can I change the time I take my pill?
",N/A
https://blog.thelowdown.com/blog/the-uk-governments-womens-health-strategy-the-lowdowns-response,Alice Pelton,N/A,http://localhost/thelowdown/wp/blog/the-uk-governments-womens-health-strategy-the-lowdowns-response,Alice Pelton,The Lowdown’s Women’s Health Strategy response (1)
https://blog.thelowdown.com/#pill,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/metformin-for-pcos,Dr Jess Catchpole,Dr Fran Yarlett,http://localhost/thelowdown/wp/blog/metformin-for-pcos,The Lowdown,Dr Fran Yarlett
https://blog.thelowdown.com/blog/tag/syreniring,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/syreniring,"



How to insert a vaginal ring
",N/A
https://blog.thelowdown.com/blog/how-long-does-it-actually-take-to-get-pregnant,Dr Fran Yarlett,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/how-long-does-it-actually-take-to-get-pregnant,Dr Fran Yarlett,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/best-contraceptives-rated-by-you,The Lowdown,N/A,http://localhost/thelowdown/wp/blog/best-contraceptives-rated-by-you,Skip to content,The Lowdown
https://blog.thelowdown.com/blog/tag/samantha-ike,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/samantha-ike,N/A,N/A
https://blog.thelowdown.com/blog/the-lowdowns-january-newsletter,Alice Pelton,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/the-lowdowns-january-newsletter,Alice Pelton,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/the-hormonal-coil-all-your-questions-answered,Maddie Braidwood,Dr Fran Yarlett,http://localhost/thelowdown/wp/blog/the-hormonal-coil-all-your-questions-answered,Maddie Braidwood,Dr Fran Yarlett
https://blog.thelowdown.com/blog/pcos-treatments,The Lowdown,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/pcos-treatments,Skip to content,The Lowdown
https://blog.thelowdown.com/author/sophie-king,N/A,N/A,http://localhost/thelowdown/wp/author/sophie-king,"



So you want to talk about… coming off the pill
","

 

Okorite Ephraim


 
"
https://blog.thelowdown.com/blog/can-your-contraceptive-affect-your-mood,Dr Fran Yarlett,Dr. Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/can-your-contraceptive-affect-your-mood,Dr Fran Yarlett,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/tag/bacterial-vaginosis,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/bacterial-vaginosis,"



What are the causes of bacterial vaginosis?
",N/A
https://blog.thelowdown.com/blog/perimenopause-faqs,Dr Fran Yarlett,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/perimenopause-faqs,Dr Fran Yarlett,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/tag/silvia-anie-akwetey,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/silvia-anie-akwetey,N/A,N/A
https://blog.thelowdown.com/blog/removing-iud-pandemic,Dr Melanie Davis-Hall,N/A,http://localhost/thelowdown/wp/blog/removing-iud-pandemic,Rebecca,Dr Melanie Davis-Hall
https://blog.thelowdown.com/#jaydessvmirena,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/mary-hargreaves,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/mary-hargreaves,N/A,N/A
https://blog.thelowdown.com/blog/tag/fertility-awareness,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/fertility-awareness,"



Tips from a doctor: How to increase your fertility
",N/A
https://blog.thelowdown.com/author/eppie-shepherd,N/A,N/A,http://localhost/thelowdown/wp/author/eppie-shepherd,"



The top 10 eco-friendly period products: as chosen by you!
",portfolio website
https://blog.thelowdown.com/#first,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/fibroids-symptoms,Fatema Dawoodbhoy,Dr Fran Yarlett,http://localhost/thelowdown/wp/blog/fibroids-symptoms,N/A,N/A
https://blog.thelowdown.com/#mini-pill,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#side-effects-wash,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/flu-like-symptoms-before-period,Milly Evans,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/flu-like-symptoms-before-period,Skip to content,Milly Evans
https://blog.thelowdown.com/blog/tag/dr-fran-yarlett,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/dr-fran-yarlett,N/A,N/A
https://blog.thelowdown.com/#how-long,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/bacterial-vaginosis-causes-treatment,Laura Keyes,Dr Fran Yarlett,http://localhost/thelowdown/wp/blog/bacterial-vaginosis-causes-treatment,Laura Keyes,Dr Fran Yarlett
https://blog.thelowdown.com/blog/tag/sophie-king,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/sophie-king,N/A,N/A
https://blog.thelowdown.com/blog/sex-is-uncomfortable-but-not-painful,Dr Silvia Anie-Akwetey,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/sex-is-uncomfortable-but-not-painful,Dr Silvia Anie-Akwetey,Dr Melanie Davis-Hall
https://blog.thelowdown.com/#breastfeeding,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/norethisterone-enanthate,The Lowdown,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/norethisterone-enanthate,The Lowdown,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/why-we-need-a-blood-pressure-reading-when-ordering-the-combined-pill,The Lowdown,N/A,http://localhost/thelowdown/wp/blog/why-we-need-a-blood-pressure-reading-when-ordering-the-combined-pill,Dr Fran Yarlett,N/A
https://blog.thelowdown.com/blog/tag/li-sa-choo,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/li-sa-choo,"



Does D-Mannose work for UTIs?
",N/A
https://blog.thelowdown.com/blog/tag/smoking,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/smoking,"



Can you smoke weed while on birth control?
",N/A
https://blog.thelowdown.com/blog/tag/menopause/page/2,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/menopause/page/2,"



The Lowdown’s March Newsletter
",N/A
https://blog.thelowdown.com/blog/tag/starflower-oil,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/starflower-oil,"



The lowdown on menopause and anxiety
",N/A
https://blog.thelowdown.com/blog/tag/iud,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/iud,"



IUD brands
",N/A
https://blog.thelowdown.com/#eloine,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/covid-19,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/covid-19,"



The Lowdown on the COVID-19 vaccine, periods and fertility: Your questions answered
",N/A
https://blog.thelowdown.com/blog/combined-pill-vs-mini-pill,Maddie Braidwood,Dr. Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/combined-pill-vs-mini-pill,Maddie Braidwood,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/tag/hayley-johnson,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/hayley-johnson,N/A,N/A
https://blog.thelowdown.com/blog/tag/mary-hargreaves/page/2,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/mary-hargreaves/page/2,N/A,N/A
https://blog.thelowdown.com/blog/contraception-fertility,Dr Melanie Davis-Hall,Dr Fran Yarlett,http://localhost/thelowdown/wp/blog/contraception-fertility,Skip to content,Laura Keyes
https://blog.thelowdown.com/#dmannose,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/strike-updates,N/A,N/A,http://localhost/thelowdown/wp/blog/strike-updates,Dani Conlon,Wired photoshoot
https://blog.thelowdown.com/blog/desogestrel,The Lowdown,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/desogestrel,The Lowdown,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/tag/cbd,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/cbd,"



Can you smoke weed while on birth control?
",N/A
https://blog.thelowdown.com/blog/tag/hormones,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/hormones,"



The Lowdown pill ‘groups’ explained
",N/A
https://blog.thelowdown.com/#pregnant,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#hormonal-contraception,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#side-effects-of-coil-fitting,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/microgynon-ed,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/microgynon-ed,"



Microgynon and PCOS – can it alleviate symptoms?
",N/A
https://blog.thelowdown.com/blog/blood-clots-and-contraception-what-are-the-risks,Angela Wipperman,Dr Fran Yarlett,http://localhost/thelowdown/wp/blog/blood-clots-and-contraception-what-are-the-risks,Angela Wipperman,Dr Fran Yarlett
https://blog.thelowdown.com/blog/tag/changing-contraception,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/changing-contraception,"



Can I remove my IUD at home?
",N/A
https://blog.thelowdown.com/blog/can-microgynon-stop-periods,Dr Fran Yarlett,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/can-microgynon-stop-periods,Dr Fran Yarlett,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/the-pill-and-boobs,Mary Hargreaves,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/the-pill-and-boobs,Mary Hargreaves,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/tag/the-lowdown/page/2,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/the-lowdown/page/2,"



Hormonal contraceptives explained
",N/A
https://blog.thelowdown.com/blog/contraceptive-implant-fitting-removal,Hatty Wilmoth,Dr. Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/contraceptive-implant-fitting-removal,Hatty Wilmoth,Dr Melanie Davis-Hall
https://blog.thelowdown.com/#fit,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/how-long-does-menopause-last,The Lowdown,Dr Fran Yarlett,http://localhost/thelowdown/wp/blog/how-long-does-menopause-last,The Lowdown,Dr Fran Yarlett
https://blog.thelowdown.com/what-is-synthetic-progestin-the-ingredient-in-your-hormonal-contraception,The Lowdown,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/what-is-synthetic-progestin-the-ingredient-in-your-hormonal-contraception,The Lowdown,Dr Melanie Davis-Hall
https://blog.thelowdown.com/#bmi,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#mercilon,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/pcso,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/pcso,"



My contraceptive journey: Three scans, three pills and five years until I got answers
",N/A
https://blog.thelowdown.com/blog/the-lowdowns-february-newsletter,Alice Pelton,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/the-lowdowns-february-newsletter,Alice Pelton,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/tag/birth-control-pill,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/birth-control-pill,"



Does birth control affect your sex drive?
",N/A
https://blog.thelowdown.com/blog/tag/zoely,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/zoely,"



Can I change the time I take my pill?
",N/A
https://blog.thelowdown.com/blog/fibroids-after-menopause,Fatema Dawoodbhoy,Dr Fran Yarlett,http://localhost/thelowdown/wp/blog/fibroids-after-menopause,Fatema Dawoodbhoy,Dr Fran Yarlett
https://blog.thelowdown.com/blog/thrush-and-your-period,Mary Hargreaves,Dr Fran Yarlett,http://localhost/thelowdown/wp/blog/thrush-and-your-period,Mary Hargreaves,Dr Fran Yarlett
https://blog.thelowdown.com/blog/tag/premenstrual-dysphoric-disorder,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/premenstrual-dysphoric-disorder,"



What’s the difference between Premenstrual syndrome (PMS) and Premenstrual dysphoric disorder (PMDD)?
",N/A
https://blog.thelowdown.com/blog/contraception-sex-drive,Dr. Melanie Davis-Hall,Dr Fran Yarlett,http://localhost/thelowdown/wp/blog/contraception-sex-drive,Dr Melanie Davis-Hall,Dr Fran Yarlett
https://blog.thelowdown.com/author/emma-scott,N/A,N/A,http://localhost/thelowdown/wp/author/emma-scott,"



Can I change the time I take my pill?
","

 

Okorite Ephraim


 
"
https://blog.thelowdown.com/blog/tag/anxiety,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/anxiety,"



The pill, panic attacks and anxiety
",N/A
https://blog.thelowdown.com/blog/menopause-and-anxiety,Laura Keyes,Dr Becky Mawson,http://localhost/thelowdown/wp/blog/menopause-and-anxiety,Laura Keyes,Dr Becky Mawson
https://blog.thelowdown.com/blog/tag/blood-clots,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/blood-clots,"



Blood clots in your period: is it normal?
",N/A
https://blog.thelowdown.com/#age,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#cancer,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/what-does-endometriosis-feel-like,Dr Fran Yarlett,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/what-does-endometriosis-feel-like,Dr Fran Yarlett,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/pregnancy-and-the-covid-vaccine,The Lowdown,N/A,http://localhost/thelowdown/wp/blog/pregnancy-and-the-covid-vaccine,The Lowdown,here
https://blog.thelowdown.com/blog/crohns-and-my-mirena-coil,Alysia,N/A,http://localhost/thelowdown/wp/blog/crohns-and-my-mirena-coil,Alysia,reviews.
https://blog.thelowdown.com/#pain,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/ellaone,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/ellaone,"



Can you take the morning-after pill while breastfeeding?
",N/A
https://blog.thelowdown.com/blog/androgens,The Lowdown,Dr Fran Yarlett,http://localhost/thelowdown/wp/blog/androgens,The Lowdown,Dr Fran Yarlett
https://blog.thelowdown.com/blog/tag/contraception,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/contraception,"



Condom 101: How to use condoms correctly
","



Does Microgynon stop or delay your period?
"
https://blog.thelowdown.com/blog/preparing-for-first-perimenopause-appointment,Dr Fran Yarlett,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/preparing-for-first-perimenopause-appointment,Dr Fran Yarlett,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/tag/sexually-transmitted-infection,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/sexually-transmitted-infection,"



STIs Explained
",N/A
https://blog.thelowdown.com/#cycle,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/microgynon-for-pcos,The Lowdown,N/A,http://localhost/thelowdown/wp/blog/microgynon-for-pcos,The Lowdown,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/tag/cerelle,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/cerelle,"



Cerelle and the Menopause: Can the Pill Help?
",N/A
https://blog.thelowdown.com/blog/tag/implant,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/implant,"



Can you get pregnant on the implant? What happens if it expires?
",N/A
https://blog.thelowdown.com/blog/tag/covid,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/covid,"



COVID-19, the vaccine, fertility and periods – your questions answered
",N/A
https://blog.thelowdown.com/author/natalie-healey,N/A,N/A,http://localhost/thelowdown/wp/author/natalie-healey,"

 

Okorite Ephraim


 
",N/A
https://blog.thelowdown.com/#doctor,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#dmannosepregnancy,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/pcos-acne-treatment,The Lowdown,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/pcos-acne-treatment,The Lowdown,Dr Melanie Davis-Hall
https://blog.thelowdown.com/#infection,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#prog-only,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/removal,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/removal,"



Mirena coil removal – how long does it last and what happens next?
",N/A
https://blog.thelowdown.com/blog/tag/personal-story,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/personal-story,"



My contraceptive experience: Living with Crohn’s and my Mirena coil
",N/A
https://blog.thelowdown.com/#preparing-for,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/cervical-ectropion,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/cervical-ectropion,"



Cervical ectropion (erosion) – what is it and do you need to stop taking the pill?
",N/A
https://blog.thelowdown.com/blog/racial-disparity-endometriosis-diagnosis,Okorite Ephraim,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/racial-disparity-endometriosis-diagnosis,Skip to content,Okorite Ephraim
https://blog.thelowdown.com/blog/tag/skin,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/skin,"



What’s the best contraceptive pill for acne?
",N/A
https://blog.thelowdown.com/#who,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#sex-drive,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/lucette,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/lucette,"



Choosing the best contraceptive pill for you
",N/A
https://blog.thelowdown.com/blog/how-many-times-can-you-take-morning-after-pill,Georgia Gallant,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/how-many-times-can-you-take-morning-after-pill,Georgia Gallant,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/tag/herpes,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/herpes,"



STIs Explained
",N/A
https://blog.thelowdown.com/blog/tag/testing,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/testing,"



STIs Explained
",N/A
https://blog.thelowdown.com/blog/tag/oestrogen,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/oestrogen,"



The Lowdown pill ‘groups’ explained
",N/A
https://blog.thelowdown.com/blog/tag/fatema-mustansir-dawoodbhoy/page/2,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/fatema-mustansir-dawoodbhoy/page/2,N/A,N/A
https://blog.thelowdown.com/blog/tag/metformin,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/metformin,"



Metformin for PCOS
",N/A
https://blog.thelowdown.com/blog/coming-off-the-pill,Sophie King,Dr. Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/coming-off-the-pill,Skip to content,Sophie King
https://blog.thelowdown.com/blog/tag/coil/page/2,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/coil/page/2,N/A,N/A
https://blog.thelowdown.com/blog/endometriosis-fatigue,Okorite Ephraim,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/endometriosis-fatigue,Okorite Ephraim,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/tag/breastfeeding,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/breastfeeding,"



Can you take the morning-after pill while breastfeeding?
",N/A
https://blog.thelowdown.com/blog/early-symptoms-menopause,Dr Brenna Weaver,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/early-symptoms-menopause,Dr Brenna Weaver,Dr Melanie Davis-Hall
https://blog.thelowdown.com/#medical,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/hiv,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/hiv,"



STIs Explained
",N/A
https://blog.thelowdown.com/blog/tag/thrush,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/thrush,"



Can contraception cause yeast infections or vaginal itching?
",N/A
https://blog.thelowdown.com/#levosertvmirena,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/nomegestrol-acetate,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/nomegestrol-acetate,"



Nomegestrol Acetate
",N/A
https://blog.thelowdown.com/blog/tag/antibiotics-and-the-pill,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/antibiotics-and-the-pill,"



Antibiotics and The Pill: What’s The Truth?
",N/A
https://blog.thelowdown.com/#migraine,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/birthcontrol,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/birthcontrol,"



I’ve had a baby – I need a break before the next! Contraception after birth
",Privacy & Cookie policy
https://blog.thelowdown.com/author/the-lowdown,N/A,N/A,http://localhost/thelowdown/wp/author/the-lowdown,"



Stopping HRT safely
","



Cerelle and the Menopause: Can the Pill Help?
"
https://blog.thelowdown.com/blog/tag/coil-pain-relief,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/coil-pain-relief,"



IUS/IUD coil fitting: what to expect
",N/A
https://blog.thelowdown.com/#mefa,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/noriday,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/noriday,"



Can I change the time I take my pill?
",N/A
https://blog.thelowdown.com/blog/signs-hrt-not-working,Dr Helen Walker,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/signs-hrt-not-working,Dr Helen Walker,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/tag/progestin,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/progestin,"



Etonogestrel
",N/A
https://blog.thelowdown.com/#what-to-expect,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/pre-ejaculation,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/pre-ejaculation,"



Can precum cause pregnancy? What are the chances?
",N/A
https://blog.thelowdown.com/#delay,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/the-nuvaring,Sophie King,Dr Becky Mawson,http://localhost/thelowdown/wp/blog/the-nuvaring,Sophie King,Dr Becky Mawson
https://blog.thelowdown.com/blog/im-pregnant-now-what,Dr Fran Yarlett,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/im-pregnant-now-what,Dr Fran Yarlett,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/contraception-heavy-periods,Laura Keyes,Dr. Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/contraception-heavy-periods,Laura Keyes,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/tag/vaccine,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/vaccine,"



The Lowdown on the COVID-19 vaccine: Periods and fertility with the NHS
",N/A
https://blog.thelowdown.com/blog/tag/ibd,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/ibd,"



My contraceptive experience: Living with Crohn’s and my Mirena coil
",N/A
https://blog.thelowdown.com/blog/tag/adenomyosis,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/adenomyosis,"



What is Adenomyosis?
",N/A
https://blog.thelowdown.com/blog/medroxyprogesterone-acetate,The Lowdown,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/medroxyprogesterone-acetate,The Lowdown,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/my-pill-journey,Amy Butler,Dr Fran Yarlett,http://localhost/thelowdown/wp/blog/my-pill-journey,Amy Butler,Yasmin
