URL on Site 1,Title 1,Meta Title 1,Meta Description 1,Slug 1,URL on Site 2,Title 2,Meta Title 2,Meta Description 2,Slug 2
http://localhost/thelowdown/wp/blog/best-contraception-for-pcos,Best Contraception for PCOS - The Pill & More | The Lowdown,,"Learn which types of birth control are best for treating symptoms of PCOS. Including the combined pill, vaginal ring and contraceptive patch.",best-contraception-for-pcos,,,,,
http://localhost/thelowdown/wp/blog/tag/yasmin-pill,Yasmin pill Archives - The Lowdown,,,yasmin-pill,,,,,
http://localhost/thelowdown/wp/blog/a-first-5s-foray-into-femtech,A GP's Foray Into FemTech: Medical Director | The Lowdown,,"The Lowdown's Medical Director, Dr Fran, shares her experience of being a GP doing something different and exploring FemTech.",a-first-5s-foray-into-femtech,,,,,
http://localhost/thelowdown/wp/blog/tag/coil-removal,coil removal Archives - The Lowdown,,,coil-removal,,,,,
http://localhost/thelowdown/wp/blog/how-to-switch-your-contraceptive,How To Switch Your Contraceptive | The Lowdown,,"Get the lowdown on how to safely start or switch to a different contraceptive method, based on FSRH Guidance.",how-to-switch-your-contraceptive,,,,,
http://localhost/thelowdown/wp/blog/tag/treatment,treatment Archives - The Lowdown,,,treatment,,,,,
http://localhost/thelowdown/wp/blog/tag/ibs,IBS Archives - The Lowdown,,,ibs,,,,,
http://localhost/thelowdown/wp/blog/tag/emergency-contraception,emergency contraception Archives - The Lowdown,,,emergency-contraception,,,,,
http://localhost/thelowdown/wp/blog/tag/hormonal-coil,hormonal coil Archives - The Lowdown,,,hormonal-coil,,,,,
http://localhost/thelowdown/wp/blog/what-is-adenomyosis,"Adenomyosis Symptoms, Diagnosis & Treatments - The Lowdown",,"Get the lowdown on what adenomyosis is, the symptoms, treatments and how it affects conditions like endometriosis",what-is-adenomyosis,,,,,
http://localhost/thelowdown/wp/blog/what-is-pms,What is PMS? - The Lowdown,,"Learn about what PMS is, how long PMS lasts for and the natural and medical remedies to help you",what-is-pms,,,,,
http://localhost/thelowdown/wp/blog/can-you-get-pregnant-on-the-implant,Can You Get Pregnant on The Implant (Nexplanon)? | The Lowdown,,"The implant is more than 99% effective. Find out what happens to your periods, when it expires and all about implant removal.",can-you-get-pregnant-on-the-implant,,,,,
http://localhost/thelowdown/wp/blog/why-we-need-a-blood-pressure-reading-when-ordering-the-combined-pill,"Blood Pressure Readings for the Combined Pill, Patch or Ring | The Lowdown",,Why is it important? Where you can have it taken? How often do you need it done? What does a healthy reading look like? Get the lowdown here.,why-we-need-a-blood-pressure-reading-when-ordering-the-combined-pill,,,,,
http://localhost/thelowdown/wp/blog/perimenopause-faqs,Everything You Need to Know About Perimenopause | FAQs | The Lowdown,,"You asked, Dr Fran answered! Everything you need to know about perimenopause. From the basics to different symptoms and treatment options.",perimenopause-faqs,,,,,
http://localhost/thelowdown/wp/blog/the-uk-governments-womens-health-strategy-the-lowdowns-response,UK Gov's Women's Health Strategy: Our Response | The Lowdown,,"As part of the UK Government's call for evidence into Women's Health, The Lowdown created a survey to get feedback on women's experiences with reproductive and sexual healthcare.",the-uk-governments-womens-health-strategy-the-lowdowns-response,,,,,
http://localhost/thelowdown/wp/blog/tag/hiv,HIV Archives - The Lowdown,,,hiv,,,,,
http://localhost/thelowdown/wp/blog/preparing-for-first-perimenopause-appointment,How to prepare for your first perimenopause appointment | The Lowdown,,"Seeing a healthcare professional can be really daunting, especially for perimenopause. Here, we will help guide you in preparing for this important first appointment so you can get the most out of it.",preparing-for-first-perimenopause-appointment,,,,,
http://localhost/thelowdown/wp/blog/tag/iud-removal,iud removal Archives - The Lowdown,,,iud-removal,,,,,
http://localhost/thelowdown/wp/blog/tag/genital-warts,genital warts Archives - The Lowdown,,,genital-warts,,,,,
http://localhost/thelowdown/wp/blog/cervical-ectropion,Cervical Ectropion - What Are The Symptoms? | The Lowdown,,What is a cervical ectropion and why might it cause bleeding after sex and other annoying symptoms? Dr Fran gives us the lowdown.,cervical-ectropion,,,,,
http://localhost/thelowdown/wp/blog/spotting-on-birth-control,Spotting On Birth Control - What Does It Mean? | The Lowdown,,Spotting is any bleeding (no matter how light or heavy) you may experience between your regular menstrual periods or during pregnancy - and it’s normal.,spotting-on-birth-control,,,,,
http://localhost/thelowdown/wp/blog/migraines-and-the-pill,"Headaches, Migraines and The Pill - Your FAQs | The Lowdown",,Can the pill give you headaches or migraines? Is it safe to take? What alternative contraceptive methods are there? Get the lowdown in this guide.,migraines-and-the-pill,,,,,
http://localhost/thelowdown/wp/blog/talking-to-your-partner-about-contraception,Talking To Your Partner About Contraception | The Lowdown,,"Preventing unplanned pregnancy is a shared responsibility between partners - long term or otherwise. Here's what they need to know about contraception, how it can affect you, and when you're most likely to get pregnant.",talking-to-your-partner-about-contraception,,,,,
http://localhost/thelowdown/wp/wp-admin/admin.php?page=tablepress&action=edit&table_id=27,Log In ‹ The Lowdown — WordPress,,,admin.php,,,,,
http://localhost/thelowdown/wp/blog/ibs-and-the-pill,Birth Control & Digestion: Can It Cause IBS? | The Lowdown,,"While the pill does not cause IBS or IBD, the hormones may cause nausea or affect digestion in some people. Here's how to minimise the impact.",ibs-and-the-pill,,,,,
http://localhost/thelowdown/wp/blog/contraception-after-birth,Contraception After Birth - What's Best? | The Lowdown,,"As The Lowdown’s Dr Fran heads off on maternity leave, she spills the T on contraception after birth...",contraception-after-birth,,,,,
http://localhost/thelowdown/wp/blog/sore-after-sex-vagina-hurts,Why Does My Vagina Hurt After Sex? | The Lowdown,,Find out the most common causes of vaginal pain after sex and what treatments are available so you can go back to enjoying pleasure!,sore-after-sex-vagina-hurts,,,,,
http://localhost/thelowdown/wp/blog/tag/natural-cycles,Natural Cycles Archives - The Lowdown,,,natural-cycles,,,,,
http://localhost/thelowdown/wp/blog/ius-iud-coil-fitting,IUS/IUD Coil Fitting & Pain Relief FAQs | The Lowdown,,"A complete guide to IUD and IUS coil fitting - what to expect, how to prepare and how to ask for pain relief!",ius-iud-coil-fitting,,,,,
http://localhost/thelowdown/wp/blog/slynd-pop-pill,Everything you need to know about Slynd: The new progestogen-only pill | The Lowdown,,"Introducing the new POP on the block… Slynd! Not yet available in the UK, Slynd is the only oestrogen-free pill that has a 24 hour window to take it (she’s not like other mini pills).",slynd-pop-pill,,,,,
http://localhost/thelowdown/wp/blog/intrauterine-device-iud-everything-you-need-to-know,Intrauterine Device (IUD) - A Complete Guide | The Lowdown,,"Everything you need to know about the Intrauterine device (IUD) as brought to you by contraceptive experts, The Lowdown.",intrauterine-device-iud-everything-you-need-to-know,,,,,
http://localhost/thelowdown/wp/blog/tag/pregnancy,pregnancy Archives - The Lowdown,,,pregnancy,,,,,
http://localhost/thelowdown/wp/blog/recurring-uti,Why do I keep getting UTIs? | Recurrent UTI advice | The Lowdown,,Are UTIs a common occurrence in your life? We take a look at why this could be and what you can do to prevent it from happening. Find out more here...,recurring-uti,,,,,
http://localhost/thelowdown/wp/blog/tag/female-condom,female condom Archives - The Lowdown,,,female-condom,,,,,
http://localhost/thelowdown/wp/blog/tag/pill-cause-weight-gain,pill cause weight gain Archives - The Lowdown,,,pill-cause-weight-gain,,,,,
http://localhost/thelowdown/wp/blog/tag/mirena,mirena Archives - The Lowdown,,,mirena,,,,,
http://localhost/thelowdown/wp/blog/uti-when-pregnant,UTI During Pregnancy | Treatment and Advice | The Lowdown,,"UTIs during pregnancy are common, but how can you treat the symptoms and prevent further infection?",uti-when-pregnant,,,,,
http://localhost/thelowdown/wp/blog/tag/sexual-health,sexual health Archives - The Lowdown,,,sexual-health,,,,,
http://localhost/thelowdown/wp/blog/tag/weight-gain,weight gain Archives - The Lowdown,,,weight-gain,,,,,
http://localhost/thelowdown/wp/blog/tag/painful-sex,painful sex Archives - The Lowdown,,,painful-sex,,,,,
http://localhost/thelowdown/wp/blog/does-dmannose-work-for-utis,Does D-Mannose Work For UTIs? | ﻿The Lowdown,,"Despite limited studies, some people have found that taking D-mannose daily has helped to prevent and sometimes treat UTIs",does-dmannose-work-for-utis,,,,,
http://localhost/thelowdown/wp/blog/tag/barrier-method,barrier method Archives - The Lowdown,,,barrier-method,,,,,
http://localhost/thelowdown/wp/blog/tag/gonorrhoea,gonorrhoea Archives - The Lowdown,,,gonorrhoea,,,,,
http://localhost/thelowdown/wp/blog/endometriosis-contraception,The Best Contraception for Endometriosis | The Lowdown,,Endometriosis affects 1 in 10 women. Research has shown that hormonal contraceptives can be used as treatment and are effective at improving symptoms.,endometriosis-contraception,,,,,
http://localhost/thelowdown/wp/blog/tag/sexually-transmitted-infection,sexually transmitted infection Archives - The Lowdown,,,sexually-transmitted-infection,,,,,
http://localhost/thelowdown/wp/blog/progesterone-only-pill-brands,Mini Pill Brands Explained (Progestogen-Only) - The Lowdown,,"Cerelle, Cerazette, Norgeston... What are the differences between these mini pill brands (progestogen-only birth control) and which is the best for you?",progesterone-only-pill-brands,,,,,
http://localhost/thelowdown/wp/blog/im-pregnant-now-what,I'm Pregnant! Now What? Here's What To Do Next | The Lowdown,,"What are your options when contraception fails? Get the lowdown on unplanned pregnancy, including everything you need to know about abortion.﻿﻿",im-pregnant-now-what,,,,,
http://localhost/thelowdown/wp/blog/tag/adenomyosis,Adenomyosis Archives - The Lowdown,,,adenomyosis,,,,,
http://localhost/thelowdown/wp/blog/combined-pill-vs-mini-pill,Combined Pill vs Mini Pill - The Difference | The Lowdown,,"The two types of contraceptive pills, the combined pill and the mini pill (also known as the progestogen only pill or POP) are a popular form of contraception amongst many women.",combined-pill-vs-mini-pill,,,,,
http://localhost/thelowdown/wp/blog/thrush-or-sti,Do I have Thrush or an STI? | Signs & Symptoms | The Lowdown,,Sometimes it’s difficult to tell whether itchy symptoms down there are a sign of an STI or thrush. Here's the lowdown on the differences between the two...,thrush-or-sti,,,,,
http://localhost/thelowdown/wp/blog/tag/pill-and-weight-gain,pill and weight gain Archives - The Lowdown,,,pill-and-weight-gain,,,,,
http://localhost/thelowdown/wp/blog/getting-the-snip,Getting The Snip on the NHS - Vasectomy FAQs | The Lowdown,,How does a vasectomy work? Does it hurt? Does it affect your sex life? All your FAQs answered about getting a snip on the NHS.,getting-the-snip,,,,,
http://localhost/thelowdown/wp/blog/tag/fatigue,fatigue Archives - The Lowdown,,,fatigue,,,,,
http://localhost/thelowdown/wp/blog/causes-of-thrush,What are the Causes of Thrush? | The Lowdown,,If you are suffering or have suffered from vaginal thrush then it can sometimes be difficult to pinpoint the cause. We look at the causes of thrush here...,causes-of-thrush,,,,,
http://localhost/thelowdown/wp/blog/contraceptive-implant-fitting-removal,Contraceptive Implant Removal & Fitting Guide | The Lowdown,,Is it painful to remove? Can it be fitted on the NHS? Everything you need to know about the fitting and removal of the contraceptive implant (Nexplanon).,contraceptive-implant-fitting-removal,,,,,
http://localhost/thelowdown/wp/blog/tag/chlamydia,chlamydia Archives - The Lowdown,,,chlamydia,,,,,
http://localhost/thelowdown/wp/blog/tag/hana,hana Archives - The Lowdown,,,hana,,,,,
http://localhost/thelowdown/wp/blog/tag/sti,STI Archives - The Lowdown,,,sti,,,,,
http://localhost/thelowdown/wp/blog/tag/sex,sex Archives - The Lowdown,,,sex,,,,,
http://localhost/thelowdown/wp/blog/is-your-contraception-making-you-tired,Is Your Contraception Making You Tired? | The Lowdown,,"A lesser known side effect listed on hormonal contraception includes tiredness, so we took a closer look at the evidence to find out why.",is-your-contraception-making-you-tired,,,,,
http://localhost/thelowdown/wp/blog/d-mannose-vs-cranberry,D-Mannose vs Cranberry for UTIs - Which is best? | The Lowdown,,"UTIs can be incredibly uncomfortable, painful and irritating, but what's the difference between D-Mannose and Cranberry treatment?",d-mannose-vs-cranberry,,,,,
http://localhost/thelowdown/wp/blog/tag/testing,testing Archives - The Lowdown,,,testing,,,,,
http://localhost/thelowdown/wp/blog/pregnant-from-precum,Can You Get Pregnant from Precum? | The Lowdown,,"Technically, precum doesn't contain sperm but that doesn't mean you won't get pregnant. Read more about precum pregnancy chances and the pull-out method.",pregnant-from-precum,,,,,
http://localhost/thelowdown/wp/blog/hana-pill-cost,How Much Does the Hana Contraceptive Pill Cost? | The Lowdown,,Hana is a contraceptive pill that can be purchased over the counter or online for as little as £16.80. You can also get it on subscription...,hana-pill-cost,,,,,
